subscription_key,customer_key,term_type,opened_date,register_quantity,register_status,register_status_date
S03422,C03120,annual,2024-09-16,0,cancelled,2025-02-12
S03423,C03121,annual,2025-03-03,1,active,2025-03-03
S03424,C03121,monthly,2025-12-17,3,active,2025-12-17
S03425,C03122,annual,2024-11-28,5,active,2024-11-28
S03426,C03123,annual,2025-12-09,7,active,2025-12-09
S03427,C03124,annual,2024-07-26,1,active,2024-07-26
S03428,C03125,annual,2025-10-02,8,active,2025-10-02
S03429,C03126,annual,2025-02-24,3,active,2025-02-24
S03430,C03127,annual,2025-04-15,1,active,2025-04-15
S03431,C03128,monthly,2026-05-18,15,active,2026-05-18
S03432,C03129,annual,2025-08-13,4,active,2025-08-13
S03433,C03130,monthly,2026-04-23,3,active,2026-04-23
S03434,C03131,annual,2025-03-14,19,active,2025-03-14
S03435,C03132,annual,2024-09-18,21,active,2024-09-18
S03436,C03132,annual,2025-07-20,7,active,2025-07-20
S03437,C03133,annual,2024-10-21,24,active,2024-10-21
S03438,C03134,monthly,2024-09-02,17,active,2024-09-02
S03439,C03135,annual,2025-10-19,8,active,2025-10-19
S03440,C03136,monthly,2026-05-12,337,active,2026-05-12
S03441,C03137,monthly,2025-04-29,3,active,2025-04-29
S03442,C03138,annual,2025-12-07,0,cancelled,2026-01-14
S03443,C03139,monthly,2025-01-01,3,active,2025-01-01
S03444,C03140,annual,2024-09-01,9,active,2024-09-01
S03445,C03141,annual,2024-11-13,41,active,2024-11-13
S03446,C03142,annual,2025-09-24,13,active,2025-09-24
S03447,C03143,monthly,2026-01-10,3,active,2026-01-10
S03448,C03144,monthly,2025-08-16,4,active,2025-08-16
S03449,C03145,monthly,2026-02-21,10,active,2026-02-21
S03450,C03146,annual,2026-05-09,329,active,2026-05-09
S03451,C03147,annual,2026-04-21,16,active,2026-04-21
S03452,C03148,annual,2025-10-28,14,active,2025-10-28
S03453,C03149,monthly,2024-09-03,11,active,2024-09-03
S03454,C03150,annual,2025-03-03,4,active,2025-03-03
S03455,C03151,annual,2024-12-17,10,active,2024-12-17
S03456,C03152,annual,2025-09-11,7,active,2025-09-11
S03457,C03153,monthly,2026-06-29,10,active,2026-06-29
S03458,C03154,annual,2025-10-01,8,active,2025-10-01
S03459,C03155,monthly,2024-10-31,148,active,2024-10-31
S03460,C03156,monthly,2025-11-18,2,active,2025-11-18
S03461,C03157,annual,2026-04-07,15,active,2026-04-07
S03462,C03158,annual,2026-04-23,6,active,2026-04-23
S03463,C03159,monthly,2025-08-06,9,active,2025-08-06
S03464,C03159,monthly,2026-03-21,34,active,2026-03-21
S03465,C03160,annual,2026-03-09,5,active,2026-03-09
S03466,C03161,annual,2024-10-28,4,active,2024-10-28
S03467,C03162,annual,2025-12-27,14,active,2025-12-27
S03468,C03163,annual,2024-11-15,2,active,2024-11-15
S03469,C03164,annual,2024-08-21,0,cancelled,2024-09-20
S03470,C03165,annual,2025-07-29,9,active,2025-07-29
S03471,C03166,monthly,2026-02-02,8,active,2026-02-02
S03472,C03167,monthly,2025-09-26,19,active,2025-09-26
S03473,C03168,monthly,2025-01-05,0,cancelled,2025-06-01
S03474,C03169,annual,2026-02-13,11,active,2026-02-13
S03475,C03170,annual,2024-12-05,16,active,2024-12-05
S03476,C03170,annual,2025-02-11,12,active,2025-02-11
S03477,C03171,annual,2025-02-05,6,active,2025-02-05
S03478,C03172,annual,2025-12-13,11,active,2025-12-13
S03479,C03173,annual,2024-08-06,0,cancelled,2024-10-09
S03480,C03174,annual,2025-09-09,15,active,2025-09-09
S03481,C03175,annual,2026-01-02,22,active,2026-01-02
S03482,C03175,annual,2026-02-26,9,active,2026-02-26
S03483,C03176,annual,2025-04-17,0,cancelled,2026-05-08
S03484,C03177,monthly,2024-07-13,3,active,2024-07-13
S03485,C03178,monthly,2026-01-20,3,active,2026-01-20
S03486,C03179,annual,2025-01-30,0,cancelled,2026-05-11
S03487,C03180,monthly,2025-05-15,11,active,2025-05-15
S03488,C03180,annual,2025-09-19,22,active,2025-09-19
S03489,C03181,annual,2024-07-21,33,active,2024-07-21
S03490,C03182,monthly,2025-05-01,13,active,2025-05-01
S03491,C03183,annual,2024-10-22,32,active,2024-10-22
S03492,C03184,monthly,2026-04-23,245,active,2026-04-23
S03493,C03184,annual,2026-06-10,553,active,2026-06-10
S03494,C03185,annual,2026-03-23,4,active,2026-03-23
S03495,C03186,monthly,2026-02-08,5,active,2026-02-08
S03496,C03187,annual,2024-12-14,0,cancelled,2025-11-14
S03497,C03187,annual,2026-02-24,8,active,2026-02-24
S03498,C03188,annual,2025-12-13,0,cancelled,2025-12-15
S03499,C03189,annual,2026-03-05,735,active,2026-03-05
S03500,C03190,annual,2025-06-16,3,active,2025-06-16
S03501,C03190,monthly,2025-10-14,2,active,2025-10-14
S03502,C03191,annual,2025-12-25,1,active,2025-12-25
S03503,C03191,annual,2026-03-29,18,active,2026-03-29
S03504,C03192,annual,2025-02-20,6,active,2025-02-20
S03505,C03193,annual,2026-02-06,4,active,2026-02-06
S03506,C03194,monthly,2026-01-12,7,active,2026-01-12
S03507,C03195,monthly,2025-08-23,1,active,2025-08-23
S03508,C03196,annual,2025-12-14,4,active,2025-12-14
S03509,C03197,monthly,2025-09-21,0,cancelled,2026-03-27
S03510,C03198,monthly,2025-04-24,98,active,2025-04-24
S03511,C03199,annual,2025-09-08,11,active,2025-09-08
S03512,C03200,monthly,2024-10-29,9,active,2024-10-29
S03513,C03201,annual,2025-02-13,0,cancelled,2025-09-06
S03514,C03202,monthly,2026-05-25,9,active,2026-05-25
S03515,C03203,annual,2026-02-23,6,active,2026-02-23
S03516,C03204,annual,2026-01-23,24,active,2026-01-23
S03517,C03205,annual,2026-01-28,19,active,2026-01-28
S03518,C03206,monthly,2025-09-27,16,active,2025-09-27
S03519,C03207,annual,2025-12-20,2,active,2025-12-20
S03520,C03208,monthly,2024-11-24,4,active,2024-11-24
S03521,C03209,annual,2025-07-01,185,active,2025-07-01
S03522,C03210,annual,2025-07-01,19,active,2025-07-01
S03523,C03211,annual,2026-05-29,4,active,2026-05-29
S03524,C03212,annual,2025-02-05,14,active,2025-02-05
S03525,C03213,monthly,2025-10-15,8,active,2025-10-15
S03526,C03214,annual,2025-06-09,5,active,2025-06-09
S03527,C03215,annual,2024-12-25,5,active,2024-12-25
S03528,C03215,annual,2026-05-13,12,active,2026-05-13
S03529,C03216,annual,2026-03-29,32,active,2026-03-29
S03530,C03217,monthly,2024-09-29,4,active,2024-09-29
S03531,C03218,monthly,2026-05-05,5,active,2026-05-05
S03532,C03218,annual,2026-06-30,7,active,2026-06-30
S03533,C03219,annual,2025-10-16,0,cancelled,2025-11-23
S03534,C03220,annual,2025-11-02,8,active,2025-11-02
S03535,C03221,monthly,2025-10-22,4,active,2025-10-22
S03536,C03222,annual,2025-01-11,0,cancelled,2025-12-10
S03537,C03223,annual,2026-05-07,371,active,2026-05-07
S03538,C03224,annual,2025-11-15,11,active,2025-11-15
S03539,C03225,monthly,2026-03-28,16,active,2026-03-28
S03540,C03226,monthly,2025-03-30,4,active,2025-03-30
S03541,C03227,monthly,2025-06-03,96,active,2025-06-03
S03542,C03228,annual,2024-07-05,244,active,2024-07-05
S03543,C03229,annual,2026-06-27,18,active,2026-06-27
S03544,C03230,monthly,2024-08-16,0,cancelled,2024-10-20
S03545,C03231,monthly,2025-03-31,1,active,2025-03-31
S03546,C03232,monthly,2025-09-21,3,active,2025-09-21
S03547,C03233,monthly,2025-09-22,201,active,2025-09-22
S03548,C03234,annual,2025-04-25,13,active,2025-04-25
S03549,C03235,monthly,2024-10-23,15,active,2024-10-23
S03550,C03236,monthly,2025-06-09,3,active,2025-06-09
S03551,C03236,annual,2026-05-24,80,active,2026-05-24
S03552,C03237,monthly,2025-03-21,2,active,2025-03-21
S03553,C03238,annual,2025-02-05,20,active,2025-02-05
S03554,C03239,annual,2025-12-20,18,active,2025-12-20
S03555,C03240,annual,2025-04-16,6,active,2025-04-16
S03556,C03241,monthly,2024-11-22,27,active,2024-11-22
S03557,C03242,annual,2025-11-14,112,active,2025-11-14
S03558,C03243,annual,2025-09-16,0,cancelled,2026-03-30
S03559,C03244,annual,2026-06-09,6,active,2026-06-09
S03560,C03245,monthly,2025-07-15,8,active,2025-07-15
S03561,C03246,monthly,2026-06-06,3,active,2026-06-06
S03562,C03247,monthly,2024-07-29,5,active,2024-07-29
S03563,C03248,monthly,2025-12-10,2,active,2025-12-10
S03564,C03249,monthly,2025-07-27,13,active,2025-07-27
S03565,C03250,annual,2025-02-16,24,active,2025-02-16
S03566,C03251,annual,2024-11-20,3,active,2024-11-20
S03567,C03252,monthly,2026-04-04,14,active,2026-04-04
S03568,C03253,annual,2025-07-02,4,active,2025-07-02
S03569,C03253,annual,2025-10-15,44,active,2025-10-15
S03570,C03254,annual,2026-02-19,3,active,2026-02-19
S03571,C03254,annual,2026-04-14,3,active,2026-04-14
S03572,C03255,annual,2025-03-22,0,cancelled,2026-05-21
S03573,C03256,monthly,2025-05-30,198,active,2025-05-30
S03574,C03257,annual,2025-08-31,18,active,2025-08-31
S03575,C03258,monthly,2024-10-17,4,active,2024-10-17
S03576,C03259,monthly,2025-04-01,7,active,2025-04-01
S03577,C03260,annual,2024-10-17,107,active,2024-10-17
S03578,C03261,annual,2025-10-28,12,active,2025-10-28
S03579,C03261,annual,2025-12-22,67,active,2025-12-22
S03580,C03262,monthly,2026-01-10,4,active,2026-01-10
S03581,C03262,monthly,2026-02-09,5,active,2026-02-09
S03582,C03263,annual,2025-12-25,28,active,2025-12-25
S03583,C03264,monthly,2024-08-22,0,cancelled,2026-05-27
S03584,C03265,monthly,2026-01-30,26,active,2026-01-30
S03585,C03265,monthly,2026-04-18,4,active,2026-04-18
S03586,C03266,annual,2025-05-19,10,active,2025-05-19
S03587,C03267,annual,2024-11-30,3,active,2024-11-30
S03588,C03268,monthly,2024-11-04,0,cancelled,2025-04-10
S03589,C03269,annual,2025-12-11,8,active,2025-12-11
S03590,C03270,monthly,2024-11-22,6,active,2024-11-22
S03591,C03271,monthly,2026-04-10,4,active,2026-04-10
S03592,C03272,monthly,2025-07-11,1,active,2025-07-11
S03593,C03273,annual,2025-03-28,18,active,2025-03-28
S03594,C03274,annual,2024-07-25,5,active,2024-07-25
S03595,C03275,annual,2026-06-23,19,active,2026-06-23
S03596,C03276,annual,2025-01-31,5,active,2025-01-31
S03597,C03277,annual,2025-10-24,558,active,2025-10-24
S03598,C03278,monthly,2026-06-25,4,active,2026-06-25
S03599,C03279,monthly,2024-11-23,1,active,2024-11-23
S03600,C03280,monthly,2025-09-30,4,active,2025-09-30
S03601,C03280,annual,2026-05-20,3,active,2026-05-20
S03602,C03281,annual,2025-10-14,34,active,2025-10-14
S03603,C03282,annual,2025-01-22,3,active,2025-01-22
S03604,C03283,annual,2024-07-14,5,active,2024-07-14
S03605,C03284,monthly,2026-02-17,5,active,2026-02-17
S03606,C03285,monthly,2024-09-23,27,active,2024-09-23
S03607,C03286,monthly,2024-11-23,20,active,2024-11-23
S03608,C03287,annual,2025-06-06,0,cancelled,2025-11-03
S03609,C03288,annual,2025-08-03,37,active,2025-08-03
S03610,C03289,annual,2026-03-28,13,active,2026-03-28
S03611,C03290,annual,2025-04-14,6,active,2025-04-14
S03612,C03291,annual,2025-03-28,5,active,2025-03-28
S03613,C03292,monthly,2025-09-18,16,active,2025-09-18
S03614,C03293,monthly,2024-07-16,0,cancelled,2025-05-27
S03615,C03294,annual,2025-10-04,178,active,2025-10-04
S03616,C03295,monthly,2025-04-19,41,active,2025-04-19
S03617,C03296,annual,2025-08-02,14,active,2025-08-02
S03618,C03297,annual,2025-10-13,2,active,2025-10-13
S03619,C03298,annual,2025-07-13,0,cancelled,2026-01-26
S03620,C03298,monthly,2026-02-18,6,active,2026-02-18
S03621,C03299,monthly,2026-06-03,2,active,2026-06-03
S03622,C03300,annual,2025-08-16,0,cancelled,2026-06-22
S03623,C03301,annual,2025-10-29,4,active,2025-10-29
S03624,C03302,monthly,2024-11-22,9,active,2024-11-22
S03625,C03303,annual,2025-08-08,12,active,2025-08-08
S03626,C03304,annual,2025-07-17,2,active,2025-07-17
S03627,C03305,annual,2024-12-23,9,active,2024-12-23
S03628,C03306,annual,2026-03-31,5,active,2026-03-31
S03629,C03307,monthly,2025-03-23,24,active,2025-03-23
S03630,C03308,monthly,2025-11-08,4,active,2025-11-08
S03631,C03309,annual,2026-04-09,42,active,2026-04-09
S03632,C03310,annual,2024-11-21,6,active,2024-11-21
S03633,C03311,annual,2025-03-09,2,active,2025-03-09
S03634,C03312,annual,2025-08-17,7,active,2025-08-17
S03635,C03313,annual,2024-11-25,2,active,2024-11-25
S03636,C03314,annual,2025-10-01,12,active,2025-10-01
S03637,C03315,annual,2025-10-02,16,active,2025-10-02
S03638,C03316,annual,2024-12-21,0,cancelled,2024-12-31
S03639,C03317,monthly,2026-04-16,7,active,2026-04-16
S03640,C03317,annual,2026-05-22,25,active,2026-05-22
S03641,C03318,monthly,2025-10-25,0,cancelled,2026-03-10
S03642,C03319,annual,2026-02-24,27,active,2026-02-24
S03643,C03319,annual,2026-06-13,60,active,2026-06-13
S03644,C03320,annual,2025-11-19,5,active,2025-11-19
S03645,C03321,annual,2026-06-25,4,active,2026-06-25
S03646,C03322,monthly,2024-07-16,20,active,2024-07-16
S03647,C03323,annual,2024-09-12,2,active,2024-09-12
S03648,C03324,annual,2025-11-05,11,active,2025-11-05
S03649,C03325,monthly,2025-05-10,0,cancelled,2026-01-16
S03650,C03326,annual,2026-03-07,33,active,2026-03-07
S03651,C03327,monthly,2024-10-27,0,cancelled,2025-03-17
S03652,C03328,monthly,2025-06-22,4,active,2025-06-22
S03653,C03329,monthly,2025-09-17,2,active,2025-09-17
S03654,C03330,annual,2025-05-07,7,active,2025-05-07
S03655,C03330,annual,2026-04-25,4,active,2026-04-25
S03656,C03331,annual,2024-09-29,0,cancelled,2026-01-19
S03657,C03332,annual,2024-09-30,3,active,2024-09-30
S03658,C03333,annual,2024-11-10,6,active,2024-11-10
S03659,C03334,monthly,2025-10-13,19,active,2025-10-13
S03660,C03335,monthly,2025-08-05,34,active,2025-08-05
S03661,C03336,monthly,2024-08-09,0,cancelled,2026-06-10
S03662,C03337,monthly,2024-11-28,2,active,2024-11-28
S03663,C03338,annual,2024-11-05,3,active,2024-11-05
S03664,C03339,monthly,2026-05-12,16,active,2026-05-12
S03665,C03340,monthly,2024-09-22,0,cancelled,2024-11-22
S03666,C03341,annual,2026-01-19,10,active,2026-01-19
S03667,C03342,annual,2025-04-28,231,active,2025-04-28
S03668,C03343,monthly,2026-02-17,10,active,2026-02-17
S03669,C03344,annual,2025-12-04,2,active,2025-12-04
S03670,C03345,monthly,2025-07-29,1,active,2025-07-29
S03671,C03346,annual,2025-08-07,18,active,2025-08-07
S03672,C03347,monthly,2025-08-28,30,active,2025-08-28
S03673,C03348,annual,2025-12-01,0,cancelled,2026-05-30
S03674,C03349,monthly,2025-09-25,0,cancelled,2026-06-11
S03675,C03350,annual,2026-01-29,16,active,2026-01-29
S03676,C03351,monthly,2026-04-13,7,active,2026-04-13
S03677,C03352,monthly,2024-11-21,45,active,2024-11-21
S03678,C03353,annual,2024-11-17,660,active,2024-11-17
S03679,C03354,monthly,2026-03-23,10,active,2026-03-23
S03680,C03355,monthly,2025-11-05,16,active,2025-11-05
S03681,C03356,annual,2025-10-02,11,active,2025-10-02
S03682,C03357,annual,2026-01-16,19,active,2026-01-16
S03683,C03358,annual,2026-04-27,211,active,2026-04-27
S03684,C03359,annual,2025-09-18,6,active,2025-09-18
S03685,C03360,monthly,2026-04-06,5,active,2026-04-06
S03686,C03361,annual,2025-01-26,15,active,2025-01-26
S03687,C03361,monthly,2025-02-28,0,cancelled,2025-04-05
S03688,C03362,annual,2025-02-18,8,active,2025-02-18
S03689,C03363,monthly,2025-11-23,10,active,2025-11-23
S03690,C03364,monthly,2025-09-29,10,active,2025-09-29
S03691,C03365,annual,2025-02-06,0,cancelled,2025-04-10
S03692,C03366,monthly,2025-12-05,13,active,2025-12-05
S03693,C03367,monthly,2025-10-11,17,active,2025-10-11
S03694,C03368,annual,2025-10-31,2,active,2025-10-31
S03695,C03369,monthly,2025-09-22,3,active,2025-09-22
S03696,C03370,monthly,2024-10-06,22,active,2024-10-06
S03697,C03371,annual,2024-11-01,1,active,2024-11-01
S03698,C03372,monthly,2025-03-22,8,active,2025-03-22
S03699,C03373,monthly,2026-06-16,16,active,2026-06-16
S03700,C03374,monthly,2026-04-03,4,active,2026-04-03
S03701,C03375,annual,2026-02-04,16,active,2026-02-04
S03702,C03375,annual,2026-04-29,16,active,2026-04-29
S03703,C03376,annual,2026-03-26,178,active,2026-03-26
S03704,C03377,annual,2025-11-05,2,active,2025-11-05
S03705,C03378,annual,2025-05-02,15,active,2025-05-02
S03706,C03379,monthly,2026-06-14,21,active,2026-06-14
S03707,C03380,annual,2025-08-08,12,active,2025-08-08
S03708,C03381,annual,2026-04-12,18,active,2026-04-12
S03709,C03382,annual,2025-10-21,3,active,2025-10-21
S03710,C03382,annual,2026-04-13,5,active,2026-04-13
S03711,C03383,annual,2024-10-30,6,active,2024-10-30
S03712,C03384,annual,2026-01-08,11,active,2026-01-08
S03713,C03385,annual,2025-04-23,5,active,2025-04-23
S03714,C03386,monthly,2025-07-19,11,active,2025-07-19
S03715,C03387,annual,2026-05-21,5,active,2026-05-21
S03716,C03388,annual,2024-08-08,10,active,2024-08-08
S03717,C03389,annual,2026-06-28,7,active,2026-06-28
S03718,C03390,annual,2025-11-19,5,active,2025-11-19
S03719,C03391,monthly,2025-09-20,69,active,2025-09-20
S03720,C03392,monthly,2026-02-22,8,active,2026-02-22
S03721,C03392,annual,2026-04-29,8,active,2026-04-29
S03722,C03393,annual,2024-10-04,0,cancelled,2025-08-25
S03723,C03394,monthly,2026-03-06,10,active,2026-03-06
S03724,C03395,monthly,2026-04-25,18,active,2026-04-25
S03725,C03396,monthly,2025-04-03,3,active,2025-04-03
S03726,C03397,annual,2026-01-25,12,active,2026-01-25
S03727,C03398,annual,2024-08-01,0,cancelled,2025-04-18
S03728,C03399,monthly,2024-09-18,6,active,2024-09-18
S03729,C03400,monthly,2024-10-31,21,active,2024-10-31
S03730,C03401,monthly,2025-05-23,100,active,2025-05-23
S03731,C03402,annual,2025-08-03,5,active,2025-08-03
S03732,C03403,annual,2026-04-07,15,active,2026-04-07
S03733,C03404,annual,2026-01-01,5,active,2026-01-01
S03734,C03405,monthly,2024-09-30,9,active,2024-09-30
S03735,C03406,annual,2024-12-01,6,active,2024-12-01
S03736,C03407,annual,2024-09-13,0,cancelled,2025-05-12
S03737,C03408,annual,2025-06-03,2,active,2025-06-03
S03738,C03409,monthly,2025-08-01,22,active,2025-08-01
S03739,C03409,monthly,2026-06-14,11,active,2026-06-14
S03740,C03410,monthly,2025-07-13,6,active,2025-07-13
S03741,C03411,annual,2025-02-16,10,active,2025-02-16
S03742,C03412,annual,2026-05-29,3,active,2026-05-29
S03743,C03413,annual,2025-06-30,3,active,2025-06-30
S03744,C03414,annual,2026-06-18,25,active,2026-06-18
S03745,C03415,monthly,2025-06-24,20,active,2025-06-24
S03746,C03416,monthly,2026-02-19,4,active,2026-02-19
S03747,C03417,monthly,2025-05-02,11,active,2025-05-02
S03748,C03418,annual,2025-03-14,202,active,2025-03-14
S03749,C03419,monthly,2025-09-18,11,active,2025-09-18
S03750,C03420,monthly,2026-06-17,3,active,2026-06-17
S03751,C03421,annual,2025-04-21,0,cancelled,2025-10-06
S03752,C03421,annual,2026-03-27,11,active,2026-03-27
S03753,C03422,monthly,2025-09-01,3,active,2025-09-01
S03754,C03422,annual,2026-06-18,10,active,2026-06-18
S03755,C03423,annual,2025-01-06,229,active,2025-01-06
S03756,C03423,annual,2025-11-02,79,active,2025-11-02
S03757,C03424,annual,2024-10-28,2,active,2024-10-28
S03758,C03425,annual,2026-02-18,4,active,2026-02-18
S03759,C03426,monthly,2026-01-08,5,active,2026-01-08
S03760,C03427,annual,2025-10-01,23,active,2025-10-01
S03761,C03428,annual,2025-08-28,8,active,2025-08-28
S03762,C03429,annual,2026-06-21,2,active,2026-06-21
S03763,C03430,annual,2025-02-13,6,active,2025-02-13
S03764,C03431,annual,2025-07-31,33,active,2025-07-31
S03765,C03432,monthly,2026-05-25,7,active,2026-05-25
S03766,C03433,annual,2026-04-21,30,active,2026-04-21
S03767,C03433,monthly,2026-06-05,6,active,2026-06-05
S03768,C03434,annual,2024-09-30,7,active,2024-09-30
S03769,C03435,monthly,2026-05-07,9,active,2026-05-07
S03770,C03436,annual,2025-06-08,2,active,2025-06-08
S03771,C03437,annual,2025-08-07,7,active,2025-08-07
S03772,C03438,monthly,2025-08-25,28,active,2025-08-25
S03773,C03439,monthly,2024-10-28,13,active,2024-10-28
S03774,C03439,annual,2026-03-24,20,active,2026-03-24
S03775,C03440,monthly,2025-09-27,10,active,2025-09-27
S03776,C03441,annual,2024-12-11,0,cancelled,2025-12-08
S03777,C03442,monthly,2024-11-20,15,active,2024-11-20
S03778,C03443,annual,2024-11-11,38,active,2024-11-11
S03779,C03444,annual,2025-02-25,85,active,2025-02-25
S03780,C03445,annual,2025-03-16,15,active,2025-03-16
S03781,C03446,annual,2025-03-31,0,cancelled,2025-09-11
S03782,C03447,monthly,2026-01-23,0,cancelled,2026-01-31
S03783,C03448,annual,2025-09-14,0,cancelled,2026-02-04
S03784,C03449,monthly,2024-12-19,95,active,2024-12-19
S03785,C03450,annual,2025-03-04,4,active,2025-03-04
S03786,C03450,annual,2026-05-21,9,active,2026-05-21
S03787,C03451,monthly,2025-06-24,5,active,2025-06-24
S03788,C03451,annual,2026-05-26,11,active,2026-05-26
S03789,C03452,monthly,2025-12-28,16,active,2025-12-28
S03790,C03453,annual,2024-07-10,35,active,2024-07-10
S03791,C03454,annual,2025-08-05,3,active,2025-08-05
S03792,C03455,annual,2025-09-22,7,active,2025-09-22
S03793,C03456,annual,2024-08-15,16,active,2024-08-15
S03794,C03457,monthly,2024-08-15,3,active,2024-08-15
S03795,C03458,annual,2026-04-16,2,active,2026-04-16
S03796,C03459,annual,2024-08-24,0,cancelled,2025-08-28
S03797,C03459,annual,2025-11-02,5,active,2025-11-02
S03798,C03460,monthly,2025-01-18,5,active,2025-01-18
S03799,C03461,monthly,2026-01-25,6,active,2026-01-25
S03800,C03462,monthly,2026-01-29,3,active,2026-01-29
S03801,C03463,monthly,2026-02-23,26,active,2026-02-23
S03802,C03464,monthly,2025-05-28,0,cancelled,2026-05-23
S03803,C03465,annual,2026-02-02,3,active,2026-02-02
S03804,C03465,annual,2026-04-13,7,active,2026-04-13
S03805,C03466,annual,2026-05-28,6,active,2026-05-28
S03806,C03467,monthly,2024-10-13,2,active,2024-10-13
S03807,C03468,annual,2024-12-01,18,active,2024-12-01
S03808,C03469,monthly,2025-01-14,5,active,2025-01-14
S03809,C03470,annual,2025-08-02,25,active,2025-08-02
S03810,C03471,annual,2025-08-17,212,active,2025-08-17
S03811,C03472,annual,2026-01-08,10,active,2026-01-08
S03812,C03473,annual,2025-04-12,5,active,2025-04-12
S03813,C03473,annual,2025-05-12,4,active,2025-05-12
S03814,C03474,annual,2026-05-17,4,active,2026-05-17
S03815,C03475,annual,2025-07-01,6,active,2025-07-01
S03816,C03476,annual,2024-09-02,4,active,2024-09-02
S03817,C03477,monthly,2025-02-18,28,active,2025-02-18
S03818,C03478,annual,2026-05-24,8,active,2026-05-24
S03819,C03479,monthly,2025-05-18,21,active,2025-05-18
S03820,C03480,monthly,2025-10-01,9,active,2025-10-01
S03821,C03481,annual,2025-04-29,14,active,2025-04-29
S03822,C03482,annual,2024-11-18,3,active,2024-11-18
S03823,C03483,annual,2026-06-04,4,active,2026-06-04
S03824,C03484,annual,2026-03-03,8,active,2026-03-03
S03825,C03485,annual,2025-03-01,15,active,2025-03-01
S03826,C03485,monthly,2025-04-08,12,active,2025-04-08
S03827,C03486,annual,2025-12-14,5,active,2025-12-14
S03828,C03486,monthly,2026-01-26,8,active,2026-01-26
S03829,C03487,annual,2025-06-30,15,active,2025-06-30
S03830,C03488,annual,2026-03-27,3,active,2026-03-27
S03831,C03489,annual,2025-01-14,15,active,2025-01-14
S03832,C03490,monthly,2025-09-09,16,active,2025-09-09
S03833,C03491,annual,2026-04-19,9,active,2026-04-19
S03834,C03492,annual,2025-04-05,0,cancelled,2026-05-04
S03835,C03493,annual,2025-07-28,34,active,2025-07-28
S03836,C03493,annual,2025-12-30,4,active,2025-12-30
S03837,C03494,annual,2025-01-12,14,active,2025-01-12
S03838,C03495,annual,2026-01-07,4,active,2026-01-07
S03839,C03496,monthly,2025-05-26,8,active,2025-05-26
S03840,C03497,annual,2025-09-12,4,active,2025-09-12
S03841,C03498,annual,2025-12-17,54,active,2025-12-17
S03842,C03499,monthly,2024-10-27,4,active,2024-10-27
S03843,C03500,annual,2025-07-07,8,active,2025-07-07
S03844,C03501,annual,2025-03-01,98,active,2025-03-01
S03845,C03502,monthly,2024-11-07,16,active,2024-11-07
S03846,C03503,annual,2026-02-05,107,active,2026-02-05
S03847,C03504,monthly,2025-03-07,7,active,2025-03-07
S03848,C03504,annual,2026-06-20,55,active,2026-06-20
S03849,C03505,monthly,2025-09-25,10,active,2025-09-25
S03850,C03506,monthly,2025-06-10,5,active,2025-06-10
S03851,C03507,annual,2024-10-03,16,active,2024-10-03
S03852,C03508,monthly,2026-02-28,4,active,2026-02-28
S03853,C03509,annual,2024-11-08,11,active,2024-11-08
S03854,C03510,annual,2025-01-07,3,active,2025-01-07
S03855,C03511,annual,2026-04-25,29,active,2026-04-25
S03856,C03512,monthly,2025-05-09,6,active,2025-05-09
S03857,C03513,annual,2024-09-20,7,active,2024-09-20
S03858,C03514,annual,2026-05-06,31,active,2026-05-06
S03859,C03515,annual,2024-11-08,7,active,2024-11-08
S03860,C03516,annual,2024-08-24,0,cancelled,2026-02-11
S03861,C03516,annual,2026-02-26,7,active,2026-02-26
S03862,C03517,annual,2025-04-16,10,active,2025-04-16
S03863,C03518,annual,2024-09-19,6,active,2024-09-19
S03864,C03518,annual,2025-03-10,12,active,2025-03-10
S03865,C03519,monthly,2025-08-29,0,cancelled,2025-11-02
S03866,C03520,monthly,2024-09-08,8,active,2024-09-08
S03867,C03521,annual,2025-05-25,12,active,2025-05-25
S03868,C03522,annual,2026-03-13,8,active,2026-03-13
S03869,C03523,monthly,2024-09-14,16,active,2024-09-14
S03870,C03524,annual,2026-04-20,16,active,2026-04-20
S03871,C03525,monthly,2025-05-29,10,active,2025-05-29
S03872,C03526,annual,2025-08-14,11,active,2025-08-14
S03873,C03527,annual,2026-02-28,14,active,2026-02-28
S03874,C03528,annual,2025-02-15,0,cancelled,2025-10-17
S03875,C03529,annual,2024-12-11,3,active,2024-12-11
S03876,C03530,annual,2024-12-14,4,active,2024-12-14
S03877,C03530,annual,2026-01-14,5,active,2026-01-14
S03878,C03531,monthly,2024-11-19,5,active,2024-11-19
S03879,C03532,monthly,2025-04-12,12,active,2025-04-12
S03880,C03533,annual,2025-08-25,4,active,2025-08-25
S03881,C03534,annual,2024-10-30,7,active,2024-10-30
S03882,C03535,annual,2025-01-05,6,active,2025-01-05
S03883,C03536,monthly,2024-07-24,8,active,2024-07-24
S03884,C03537,monthly,2024-09-06,8,active,2024-09-06
S03885,C03538,monthly,2024-07-04,0,cancelled,2024-11-18
S03886,C03539,annual,2025-01-05,3,active,2025-01-05
S03887,C03540,monthly,2025-06-27,19,active,2025-06-27
S03888,C03541,annual,2025-07-15,3,active,2025-07-15
S03889,C03541,annual,2025-12-10,6,active,2025-12-10
S03890,C03542,monthly,2025-06-09,0,cancelled,2026-06-09
S03891,C03543,annual,2026-05-30,33,active,2026-05-30
