subscription_key,customer_key,partner_id,channel,term_type,opened_date,register_quantity,register_status,register_status_date,register_as_of_date
S03347,C03051,P1,partner,annual,2025-02-07,7,active,2025-02-07,2026-06-30
S03348,C03052,P2,partner,monthly,2026-05-10,0,cancelled,2026-06-10,2026-06-30
S03349,C03052,P2,partner,annual,2026-06-23,8,active,2026-06-23,2026-06-30
S03350,C03053,P1,partner,annual,2025-07-27,2,active,2025-07-27,2026-06-30
S03351,C03054,P2,partner,annual,2025-01-22,30,active,2025-01-22,2026-06-30
S03352,C03055,P1,partner,annual,2025-08-22,5,active,2025-08-22,2026-06-30
S03353,C03056,P1,partner,monthly,2025-11-16,29,active,2025-11-16,2026-06-30
S03354,C03057,P3,partner,monthly,2024-08-05,17,active,2024-08-05,2026-06-30
S03355,C03058,P2,partner,monthly,2026-03-06,16,active,2026-03-06,2026-06-30
S03356,C03059,P1,partner,monthly,2026-05-21,7,active,2026-05-21,2026-06-30
S03357,C03060,P2,partner,annual,2025-12-04,18,active,2025-12-04,2026-06-30
S03358,C03061,P1,partner,annual,2026-05-25,58,active,2026-05-25,2026-06-30
S03359,C03062,P1,partner,annual,2025-04-25,0,cancelled,2025-10-02,2026-06-30
S03360,C03062,P1,partner,monthly,2026-03-30,34,active,2026-03-30,2026-06-30
S03361,C03063,P3,partner,monthly,2025-02-24,12,active,2025-02-24,2026-06-30
S03362,C03064,P1,partner,annual,2025-10-25,5,active,2025-10-25,2026-06-30
S03363,C03065,DIRECT,direct,annual,2024-08-27,387,active,2024-08-27,2026-06-30
S03364,C03066,P1,partner,annual,2024-08-10,6,active,2024-08-10,2026-06-30
S03365,C03067,P1,partner,monthly,2026-03-16,10,active,2026-03-16,2026-06-30
S03366,C03068,P1,partner,annual,2025-09-14,14,active,2025-09-14,2026-06-30
S03367,C03069,P2,partner,annual,2025-09-07,36,active,2025-09-07,2026-06-30
S03368,C03070,P1,partner,annual,2025-08-10,4,active,2025-08-10,2026-06-30
S03369,C03071,P1,partner,monthly,2024-09-13,11,active,2024-09-13,2026-06-30
S03370,C03072,P1,partner,annual,2025-12-20,22,active,2025-12-20,2026-06-30
S03371,C03073,P2,partner,annual,2024-12-13,8,active,2024-12-13,2026-06-30
S03372,C03074,P1,partner,monthly,2026-04-09,0,cancelled,2026-06-25,2026-06-30
S03373,C03075,P2,partner,annual,2025-04-07,15,active,2025-04-07,2026-06-30
S03374,C03076,P1,partner,annual,2025-03-11,7,active,2025-03-11,2026-06-30
S03375,C03077,P1,partner,annual,2025-11-10,6,active,2025-11-10,2026-06-30
S03376,C03078,P1,partner,annual,2026-05-09,8,active,2026-05-09,2026-06-30
S03377,C03079,P2,partner,annual,2025-07-24,5,active,2025-07-24,2026-06-30
S03378,C03080,P1,partner,annual,2025-08-23,15,active,2025-08-23,2026-06-30
S03379,C03081,P2,partner,annual,2024-09-17,0,cancelled,2026-01-23,2026-06-30
S03380,C03082,P1,partner,annual,2026-01-25,11,active,2026-01-25,2026-06-30
S03381,C03083,P2,partner,annual,2026-05-04,12,active,2026-05-04,2026-06-30
S03382,C03084,P1,partner,monthly,2025-03-27,5,active,2025-03-27,2026-06-30
S03383,C03085,P3,partner,annual,2024-08-02,11,active,2024-08-02,2026-06-30
S03384,C03086,P2,partner,monthly,2026-05-05,16,active,2026-05-05,2026-06-30
S03385,C03087,P1,partner,monthly,2025-12-25,15,active,2025-12-25,2026-06-30
S03386,C03088,P2,partner,annual,2025-05-16,23,active,2025-05-16,2026-06-30
S03387,C03089,P1,partner,annual,2024-10-14,0,cancelled,2025-12-03,2026-06-30
S03388,C03090,P2,partner,annual,2024-09-16,0,cancelled,2024-11-14,2026-06-30
S03389,C03091,P1,partner,monthly,2025-01-31,1,active,2025-01-31,2026-06-30
S03390,C03092,P1,partner,annual,2025-11-09,13,active,2025-11-09,2026-06-30
S03391,C03092,P1,partner,annual,2026-06-21,3,active,2026-06-21,2026-06-30
S03392,C03093,P1,partner,annual,2026-02-08,8,active,2026-02-08,2026-06-30
S03393,C03094,P2,partner,monthly,2025-12-02,30,active,2025-12-02,2026-06-30
S03394,C03095,P2,partner,monthly,2026-02-23,8,active,2026-02-23,2026-06-30
S03395,C03096,P2,partner,annual,2024-09-22,15,active,2024-09-22,2026-06-30
S03396,C03097,P1,partner,monthly,2024-11-26,15,active,2024-11-26,2026-06-30
S03397,C03098,P3,partner,annual,2024-11-24,14,active,2024-11-24,2026-06-30
S03398,C03099,P2,partner,monthly,2026-05-17,16,active,2026-05-17,2026-06-30
S03399,C03100,P3,partner,monthly,2024-09-05,0,cancelled,2026-05-28,2026-06-30
S03400,C03101,P1,partner,monthly,2024-12-18,0,cancelled,2025-02-14,2026-06-30
S03401,C03102,DIRECT,direct,annual,2026-05-29,219,active,2026-05-29,2026-06-30
S03402,C03103,P3,partner,monthly,2025-06-24,2,active,2025-06-24,2026-06-30
S03403,C03104,P3,partner,annual,2024-12-04,9,active,2024-12-04,2026-06-30
S03404,C03105,P3,partner,monthly,2024-11-08,0,cancelled,2025-04-16,2026-06-30
S03405,C03106,P2,partner,monthly,2025-03-13,5,active,2025-03-13,2026-06-30
S03406,C03107,P3,partner,monthly,2025-10-31,16,active,2025-10-31,2026-06-30
S03407,C03107,P3,partner,monthly,2026-03-13,8,active,2026-03-13,2026-06-30
S03408,C03108,P1,partner,monthly,2024-09-18,5,active,2024-09-18,2026-06-30
S03409,C03109,P2,partner,annual,2024-12-26,3,active,2024-12-26,2026-06-30
S03410,C03110,P1,partner,annual,2025-06-05,37,active,2025-06-05,2026-06-30
S03411,C03111,P1,partner,annual,2026-02-21,11,active,2026-02-21,2026-06-30
S03412,C03112,P1,partner,annual,2024-11-09,2,active,2024-11-09,2026-06-30
S03413,C03113,P2,partner,monthly,2025-09-25,14,active,2025-09-25,2026-06-30
S03414,C03114,P2,partner,monthly,2025-01-28,0,cancelled,2025-03-13,2026-06-30
S03415,C03114,P2,partner,monthly,2025-07-07,8,active,2025-07-07,2026-06-30
S03416,C03115,P3,partner,annual,2026-05-03,12,active,2026-05-03,2026-06-30
S03417,C03116,P1,partner,monthly,2026-04-22,19,active,2026-04-22,2026-06-30
S03418,C03117,P3,partner,annual,2026-05-03,6,active,2026-05-03,2026-06-30
S03419,C03117,P3,partner,annual,2026-06-24,12,active,2026-06-24,2026-06-30
S03420,C03118,P1,partner,monthly,2025-10-08,10,active,2025-10-08,2026-06-30
S03421,C03119,P1,partner,annual,2024-07-08,21,active,2024-07-08,2026-06-30
S03422,C03120,P1,partner,annual,2024-09-16,0,cancelled,2025-02-12,2026-06-30
S03423,C03121,P1,partner,annual,2025-03-03,1,active,2025-03-03,2026-06-30
S03424,C03121,P1,partner,monthly,2025-12-17,3,active,2025-12-17,2026-06-30
S03425,C03122,P1,partner,annual,2024-11-28,5,active,2024-11-28,2026-06-30
S03426,C03123,P1,partner,annual,2025-12-09,7,active,2025-12-09,2026-06-30
S03427,C03124,P1,partner,annual,2024-07-26,1,active,2024-07-26,2026-06-30
S03428,C03125,P1,partner,annual,2025-10-02,8,active,2025-10-02,2026-06-30
S03429,C03126,P1,partner,annual,2025-02-24,3,active,2025-02-24,2026-06-30
S03430,C03127,P1,partner,annual,2025-04-15,1,active,2025-04-15,2026-06-30
S03431,C03128,P1,partner,monthly,2026-05-18,15,active,2026-05-18,2026-06-30
S03432,C03129,P2,partner,annual,2025-08-13,4,active,2025-08-13,2026-06-30
S03433,C03130,P1,partner,monthly,2026-04-23,3,active,2026-04-23,2026-06-30
S03434,C03131,P3,partner,annual,2025-03-14,19,active,2025-03-14,2026-06-30
S03435,C03132,P2,partner,annual,2024-09-18,21,active,2024-09-18,2026-06-30
S03436,C03132,P2,partner,annual,2025-07-20,7,active,2025-07-20,2026-06-30
S03437,C03133,P3,partner,annual,2024-10-21,24,active,2024-10-21,2026-06-30
S03438,C03134,P3,partner,monthly,2024-09-02,17,active,2024-09-02,2026-06-30
S03439,C03135,P2,partner,annual,2025-10-19,8,active,2025-10-19,2026-06-30
S03440,C03136,DIRECT,direct,monthly,2026-05-12,337,active,2026-05-12,2026-06-30
S03441,C03137,P1,partner,monthly,2025-04-29,3,active,2025-04-29,2026-06-30
S03442,C03138,P1,partner,annual,2025-12-07,0,cancelled,2026-01-14,2026-06-30
S03443,C03139,P2,partner,monthly,2025-01-01,3,active,2025-01-01,2026-06-30
S03444,C03140,P1,partner,annual,2024-09-01,9,active,2024-09-01,2026-06-30
S03445,C03141,P2,partner,annual,2024-11-13,41,active,2024-11-13,2026-06-30
S03446,C03142,P3,partner,annual,2025-09-24,13,active,2025-09-24,2026-06-30
S03447,C03143,P2,partner,monthly,2026-01-10,3,active,2026-01-10,2026-06-30
S03448,C03144,P2,partner,monthly,2025-08-16,4,active,2025-08-16,2026-06-30
S03449,C03145,P1,partner,monthly,2026-02-21,10,active,2026-02-21,2026-06-30
S03450,C03146,DIRECT,direct,annual,2026-05-09,329,active,2026-05-09,2026-06-30
S03451,C03147,P2,partner,annual,2026-04-21,16,active,2026-04-21,2026-06-30
S03452,C03148,P1,partner,annual,2025-10-28,14,active,2025-10-28,2026-06-30
S03453,C03149,P1,partner,monthly,2024-09-03,11,active,2024-09-03,2026-06-30
S03454,C03150,P2,partner,annual,2025-03-03,4,active,2025-03-03,2026-06-30
S03455,C03151,P3,partner,annual,2024-12-17,10,active,2024-12-17,2026-06-30
S03456,C03152,P2,partner,annual,2025-09-11,7,active,2025-09-11,2026-06-30
S03457,C03153,P2,partner,monthly,2026-06-29,10,active,2026-06-29,2026-06-30
S03458,C03154,P2,partner,annual,2025-10-01,8,active,2025-10-01,2026-06-30
S03459,C03155,DIRECT,direct,monthly,2024-10-31,148,active,2024-10-31,2026-06-30
S03460,C03156,P1,partner,monthly,2025-11-18,2,active,2025-11-18,2026-06-30
S03461,C03157,P2,partner,annual,2026-04-07,15,active,2026-04-07,2026-06-30
S03462,C03158,P1,partner,annual,2026-04-23,6,active,2026-04-23,2026-06-30
S03463,C03159,P1,partner,monthly,2025-08-06,9,active,2025-08-06,2026-06-30
S03464,C03159,P1,partner,monthly,2026-03-21,34,active,2026-03-21,2026-06-30
S03465,C03160,P1,partner,annual,2026-03-09,5,active,2026-03-09,2026-06-30
S03466,C03161,P2,partner,annual,2024-10-28,4,active,2024-10-28,2026-06-30
S03467,C03162,P2,partner,annual,2025-12-27,14,active,2025-12-27,2026-06-30
S03468,C03163,P1,partner,annual,2024-11-15,2,active,2024-11-15,2026-06-30
S03469,C03164,P3,partner,annual,2024-08-21,0,cancelled,2024-09-20,2026-06-30
S03470,C03165,P2,partner,annual,2025-07-29,9,active,2025-07-29,2026-06-30
S03471,C03166,P3,partner,monthly,2026-02-02,8,active,2026-02-02,2026-06-30
S03472,C03167,P3,partner,monthly,2025-09-26,19,active,2025-09-26,2026-06-30
S03473,C03168,P1,partner,monthly,2025-01-05,0,cancelled,2025-06-01,2026-06-30
S03474,C03169,P3,partner,annual,2026-02-13,11,active,2026-02-13,2026-06-30
S03475,C03170,P2,partner,annual,2024-12-05,16,active,2024-12-05,2026-06-30
S03476,C03170,P2,partner,annual,2025-02-11,12,active,2025-02-11,2026-06-30
S03477,C03171,P1,partner,annual,2025-02-05,6,active,2025-02-05,2026-06-30
S03478,C03172,P2,partner,annual,2025-12-13,11,active,2025-12-13,2026-06-30
S03479,C03173,P3,partner,annual,2024-08-06,0,cancelled,2024-10-09,2026-06-30
S03480,C03174,P1,partner,annual,2025-09-09,15,active,2025-09-09,2026-06-30
S03481,C03175,P3,partner,annual,2026-01-02,22,active,2026-01-02,2026-06-30
S03482,C03175,P3,partner,annual,2026-02-26,9,active,2026-02-26,2026-06-30
S03483,C03176,P2,partner,annual,2025-04-17,0,cancelled,2026-05-08,2026-06-30
S03484,C03177,P1,partner,monthly,2024-07-13,3,active,2024-07-13,2026-06-30
S03485,C03178,P3,partner,monthly,2026-01-20,3,active,2026-01-20,2026-06-30
S03486,C03179,P2,partner,annual,2025-01-30,0,cancelled,2026-05-11,2026-06-30
S03487,C03180,P1,partner,monthly,2025-05-15,11,active,2025-05-15,2026-06-30
S03488,C03180,P1,partner,annual,2025-09-19,22,active,2025-09-19,2026-06-30
S03489,C03181,P1,partner,annual,2024-07-21,33,active,2024-07-21,2026-06-30
S03490,C03182,P1,partner,monthly,2025-05-01,13,active,2025-05-01,2026-06-30
S03491,C03183,P1,partner,annual,2024-10-22,32,active,2024-10-22,2026-06-30
S03492,C03184,DIRECT,direct,monthly,2026-04-23,245,active,2026-04-23,2026-06-30
S03493,C03184,DIRECT,direct,annual,2026-06-10,553,active,2026-06-10,2026-06-30
S03494,C03185,P1,partner,annual,2026-03-23,4,active,2026-03-23,2026-06-30
S03495,C03186,P2,partner,monthly,2026-02-08,5,active,2026-02-08,2026-06-30
S03496,C03187,P2,partner,annual,2024-12-14,0,cancelled,2025-11-14,2026-06-30
S03497,C03187,P2,partner,annual,2026-02-24,8,active,2026-02-24,2026-06-30
S03498,C03188,P1,partner,annual,2025-12-13,0,cancelled,2025-12-15,2026-06-30
S03499,C03189,DIRECT,direct,annual,2026-03-05,735,active,2026-03-05,2026-06-30
S03500,C03190,P1,partner,annual,2025-06-16,3,active,2025-06-16,2026-06-30
S03501,C03190,P1,partner,monthly,2025-10-14,2,active,2025-10-14,2026-06-30
S03502,C03191,P3,partner,annual,2025-12-25,1,active,2025-12-25,2026-06-30
S03503,C03191,P3,partner,annual,2026-03-29,18,active,2026-03-29,2026-06-30
S03504,C03192,P1,partner,annual,2025-02-20,6,active,2025-02-20,2026-06-30
S03505,C03193,P1,partner,annual,2026-02-06,4,active,2026-02-06,2026-06-30
S03506,C03194,P1,partner,monthly,2026-01-12,7,active,2026-01-12,2026-06-30
S03507,C03195,P2,partner,monthly,2025-08-23,1,active,2025-08-23,2026-06-30
S03508,C03196,P2,partner,annual,2025-12-14,4,active,2025-12-14,2026-06-30
S03509,C03197,P1,partner,monthly,2025-09-21,0,cancelled,2026-03-27,2026-06-30
S03510,C03198,P1,partner,monthly,2025-04-24,98,active,2025-04-24,2026-06-30
S03511,C03199,P1,partner,annual,2025-09-08,11,active,2025-09-08,2026-06-30
S03512,C03200,P2,partner,monthly,2024-10-29,9,active,2024-10-29,2026-06-30
S03513,C03201,P1,partner,annual,2025-02-13,0,cancelled,2025-09-06,2026-06-30
S03514,C03202,P1,partner,monthly,2026-05-25,9,active,2026-05-25,2026-06-30
S03515,C03203,P1,partner,annual,2026-02-23,6,active,2026-02-23,2026-06-30
S03516,C03204,P1,partner,annual,2026-01-23,24,active,2026-01-23,2026-06-30
S03517,C03205,P1,partner,annual,2026-01-28,19,active,2026-01-28,2026-06-30
S03518,C03206,P1,partner,monthly,2025-09-27,16,active,2025-09-27,2026-06-30
S03519,C03207,P3,partner,annual,2025-12-20,2,active,2025-12-20,2026-06-30
S03520,C03208,P1,partner,monthly,2024-11-24,4,active,2024-11-24,2026-06-30
S03521,C03209,DIRECT,direct,annual,2025-07-01,185,active,2025-07-01,2026-06-30
S03522,C03210,P1,partner,annual,2025-07-01,19,active,2025-07-01,2026-06-30
S03523,C03211,P3,partner,annual,2026-05-29,4,active,2026-05-29,2026-06-30
S03524,C03212,P1,partner,annual,2025-02-05,14,active,2025-02-05,2026-06-30
S03525,C03213,P1,partner,monthly,2025-10-15,8,active,2025-10-15,2026-06-30
S03526,C03214,P1,partner,annual,2025-06-09,5,active,2025-06-09,2026-06-30
S03527,C03215,P2,partner,annual,2024-12-25,5,active,2024-12-25,2026-06-30
S03528,C03215,P2,partner,annual,2026-05-13,12,active,2026-05-13,2026-06-30
S03529,C03216,P1,partner,annual,2026-03-29,32,active,2026-03-29,2026-06-30
S03530,C03217,P2,partner,monthly,2024-09-29,4,active,2024-09-29,2026-06-30
S03531,C03218,P2,partner,monthly,2026-05-05,5,active,2026-05-05,2026-06-30
S03532,C03218,P2,partner,annual,2026-06-30,7,active,2026-06-30,2026-06-30
S03533,C03219,P2,partner,annual,2025-10-16,0,cancelled,2025-11-23,2026-06-30
S03534,C03220,P1,partner,annual,2025-11-02,8,active,2025-11-02,2026-06-30
S03535,C03221,P1,partner,monthly,2025-10-22,4,active,2025-10-22,2026-06-30
S03536,C03222,P2,partner,annual,2025-01-11,0,cancelled,2025-12-10,2026-06-30
S03537,C03223,DIRECT,direct,annual,2026-05-07,371,active,2026-05-07,2026-06-30
S03538,C03224,P2,partner,annual,2025-11-15,11,active,2025-11-15,2026-06-30
S03539,C03225,P1,partner,monthly,2026-03-28,16,active,2026-03-28,2026-06-30
S03540,C03226,P2,partner,monthly,2025-03-30,4,active,2025-03-30,2026-06-30
S03541,C03227,DIRECT,direct,monthly,2025-06-03,96,active,2025-06-03,2026-06-30
S03542,C03228,DIRECT,direct,annual,2024-07-05,244,active,2024-07-05,2026-06-30
S03543,C03229,P3,partner,annual,2026-06-27,18,active,2026-06-27,2026-06-30
S03544,C03230,P2,partner,monthly,2024-08-16,0,cancelled,2024-10-20,2026-06-30
S03545,C03231,P3,partner,monthly,2025-03-31,1,active,2025-03-31,2026-06-30
S03546,C03232,P2,partner,monthly,2025-09-21,3,active,2025-09-21,2026-06-30
S03547,C03233,DIRECT,direct,monthly,2025-09-22,201,active,2025-09-22,2026-06-30
S03548,C03234,P1,partner,annual,2025-04-25,13,active,2025-04-25,2026-06-30
S03549,C03235,P2,partner,monthly,2024-10-23,15,active,2024-10-23,2026-06-30
S03550,C03236,P1,partner,monthly,2025-06-09,3,active,2025-06-09,2026-06-30
S03551,C03236,P1,partner,annual,2026-05-24,80,active,2026-05-24,2026-06-30
S03552,C03237,P1,partner,monthly,2025-03-21,2,active,2025-03-21,2026-06-30
S03553,C03238,P1,partner,annual,2025-02-05,20,active,2025-02-05,2026-06-30
S03554,C03239,P1,partner,annual,2025-12-20,18,active,2025-12-20,2026-06-30
S03555,C03240,P2,partner,annual,2025-04-16,6,active,2025-04-16,2026-06-30
S03556,C03241,P1,partner,monthly,2024-11-22,27,active,2024-11-22,2026-06-30
S03557,C03242,DIRECT,direct,annual,2025-11-14,112,active,2025-11-14,2026-06-30
S03558,C03243,P1,partner,annual,2025-09-16,0,cancelled,2026-03-30,2026-06-30
S03559,C03244,P1,partner,annual,2026-06-09,6,active,2026-06-09,2026-06-30
S03560,C03245,P1,partner,monthly,2025-07-15,8,active,2025-07-15,2026-06-30
S03561,C03246,P1,partner,monthly,2026-06-06,3,active,2026-06-06,2026-06-30
S03562,C03247,P1,partner,monthly,2024-07-29,5,active,2024-07-29,2026-06-30
S03563,C03248,P1,partner,monthly,2025-12-10,2,active,2025-12-10,2026-06-30
S03564,C03249,P1,partner,monthly,2025-07-27,13,active,2025-07-27,2026-06-30
S03565,C03250,P2,partner,annual,2025-02-16,24,active,2025-02-16,2026-06-30
S03566,C03251,P1,partner,annual,2024-11-20,3,active,2024-11-20,2026-06-30
S03567,C03252,P1,partner,monthly,2026-04-04,14,active,2026-04-04,2026-06-30
S03568,C03253,P1,partner,annual,2025-07-02,4,active,2025-07-02,2026-06-30
S03569,C03253,P1,partner,annual,2025-10-15,44,active,2025-10-15,2026-06-30
S03570,C03254,P1,partner,annual,2026-02-19,3,active,2026-02-19,2026-06-30
S03571,C03254,P1,partner,annual,2026-04-14,3,active,2026-04-14,2026-06-30
S03572,C03255,P2,partner,annual,2025-03-22,0,cancelled,2026-05-21,2026-06-30
S03573,C03256,DIRECT,direct,monthly,2025-05-30,198,active,2025-05-30,2026-06-30
S03574,C03257,P3,partner,annual,2025-08-31,18,active,2025-08-31,2026-06-30
S03575,C03258,P3,partner,monthly,2024-10-17,4,active,2024-10-17,2026-06-30
S03576,C03259,P1,partner,monthly,2025-04-01,7,active,2025-04-01,2026-06-30
S03577,C03260,DIRECT,direct,annual,2024-10-17,107,active,2024-10-17,2026-06-30
S03578,C03261,P1,partner,annual,2025-10-28,12,active,2025-10-28,2026-06-30
S03579,C03261,P1,partner,annual,2025-12-22,67,active,2025-12-22,2026-06-30
S03580,C03262,P1,partner,monthly,2026-01-10,4,active,2026-01-10,2026-06-30
S03581,C03262,P1,partner,monthly,2026-02-09,5,active,2026-02-09,2026-06-30
S03582,C03263,P1,partner,annual,2025-12-25,28,active,2025-12-25,2026-06-30
S03583,C03264,P3,partner,monthly,2024-08-22,0,cancelled,2026-05-27,2026-06-30
S03584,C03265,P2,partner,monthly,2026-01-30,26,active,2026-01-30,2026-06-30
S03585,C03265,P2,partner,monthly,2026-04-18,4,active,2026-04-18,2026-06-30
S03586,C03266,P2,partner,annual,2025-05-19,10,active,2025-05-19,2026-06-30
S03587,C03267,P1,partner,annual,2024-11-30,3,active,2024-11-30,2026-06-30
S03588,C03268,P1,partner,monthly,2024-11-04,0,cancelled,2025-04-10,2026-06-30
S03589,C03269,P1,partner,annual,2025-12-11,8,active,2025-12-11,2026-06-30
S03590,C03270,P1,partner,monthly,2024-11-22,6,active,2024-11-22,2026-06-30
S03591,C03271,P1,partner,monthly,2026-04-10,4,active,2026-04-10,2026-06-30
S03592,C03272,P1,partner,monthly,2025-07-11,1,active,2025-07-11,2026-06-30
S03593,C03273,P1,partner,annual,2025-03-28,18,active,2025-03-28,2026-06-30
S03594,C03274,P3,partner,annual,2024-07-25,5,active,2024-07-25,2026-06-30
S03595,C03275,P1,partner,annual,2026-06-23,19,active,2026-06-23,2026-06-30
S03596,C03276,P1,partner,annual,2025-01-31,5,active,2025-01-31,2026-06-30
S03597,C03277,DIRECT,direct,annual,2025-10-24,558,active,2025-10-24,2026-06-30
S03598,C03278,P1,partner,monthly,2026-06-25,4,active,2026-06-25,2026-06-30
S03599,C03279,P2,partner,monthly,2024-11-23,1,active,2024-11-23,2026-06-30
S03600,C03280,P2,partner,monthly,2025-09-30,4,active,2025-09-30,2026-06-30
S03601,C03280,P2,partner,annual,2026-05-20,3,active,2026-05-20,2026-06-30
S03602,C03281,P3,partner,annual,2025-10-14,34,active,2025-10-14,2026-06-30
S03603,C03282,P1,partner,annual,2025-01-22,3,active,2025-01-22,2026-06-30
S03604,C03283,P1,partner,annual,2024-07-14,5,active,2024-07-14,2026-06-30
S03605,C03284,P2,partner,monthly,2026-02-17,5,active,2026-02-17,2026-06-30
S03606,C03285,P1,partner,monthly,2024-09-23,27,active,2024-09-23,2026-06-30
S03607,C03286,P3,partner,monthly,2024-11-23,20,active,2024-11-23,2026-06-30
S03608,C03287,P1,partner,annual,2025-06-06,0,cancelled,2025-11-03,2026-06-30
S03609,C03288,P2,partner,annual,2025-08-03,37,active,2025-08-03,2026-06-30
S03610,C03289,P1,partner,annual,2026-03-28,13,active,2026-03-28,2026-06-30
S03611,C03290,P1,partner,annual,2025-04-14,6,active,2025-04-14,2026-06-30
S03612,C03291,P1,partner,annual,2025-03-28,5,active,2025-03-28,2026-06-30
S03613,C03292,P1,partner,monthly,2025-09-18,16,active,2025-09-18,2026-06-30
S03614,C03293,P2,partner,monthly,2024-07-16,0,cancelled,2025-05-27,2026-06-30
S03615,C03294,DIRECT,direct,annual,2025-10-04,178,active,2025-10-04,2026-06-30
S03616,C03295,P1,partner,monthly,2025-04-19,41,active,2025-04-19,2026-06-30
S03617,C03296,P1,partner,annual,2025-08-02,14,active,2025-08-02,2026-06-30
S03618,C03297,P1,partner,annual,2025-10-13,2,active,2025-10-13,2026-06-30
S03619,C03298,P1,partner,annual,2025-07-13,0,cancelled,2026-01-26,2026-06-30
S03620,C03298,P1,partner,monthly,2026-02-18,6,active,2026-02-18,2026-06-30
S03621,C03299,P1,partner,monthly,2026-06-03,2,active,2026-06-03,2026-06-30
S03622,C03300,P1,partner,annual,2025-08-16,0,cancelled,2026-06-22,2026-06-30
S03623,C03301,P1,partner,annual,2025-10-29,4,active,2025-10-29,2026-06-30
S03624,C03302,P1,partner,monthly,2024-11-22,9,active,2024-11-22,2026-06-30
S03625,C03303,P2,partner,annual,2025-08-08,12,active,2025-08-08,2026-06-30
S03626,C03304,P1,partner,annual,2025-07-17,2,active,2025-07-17,2026-06-30
S03627,C03305,P1,partner,annual,2024-12-23,9,active,2024-12-23,2026-06-30
S03628,C03306,P3,partner,annual,2026-03-31,5,active,2026-03-31,2026-06-30
S03629,C03307,P1,partner,monthly,2025-03-23,24,active,2025-03-23,2026-06-30
S03630,C03308,P1,partner,monthly,2025-11-08,4,active,2025-11-08,2026-06-30
S03631,C03309,P1,partner,annual,2026-04-09,42,active,2026-04-09,2026-06-30
S03632,C03310,P2,partner,annual,2024-11-21,6,active,2024-11-21,2026-06-30
S03633,C03311,P2,partner,annual,2025-03-09,2,active,2025-03-09,2026-06-30
S03634,C03312,P2,partner,annual,2025-08-17,7,active,2025-08-17,2026-06-30
S03635,C03313,P1,partner,annual,2024-11-25,2,active,2024-11-25,2026-06-30
S03636,C03314,P3,partner,annual,2025-10-01,12,active,2025-10-01,2026-06-30
S03637,C03315,P2,partner,annual,2025-10-02,16,active,2025-10-02,2026-06-30
S03638,C03316,DIRECT,direct,annual,2024-12-21,0,cancelled,2024-12-31,2026-06-30
S03639,C03317,P1,partner,monthly,2026-04-16,7,active,2026-04-16,2026-06-30
S03640,C03317,P1,partner,annual,2026-05-22,25,active,2026-05-22,2026-06-30
S03641,C03318,P3,partner,monthly,2025-10-25,0,cancelled,2026-03-10,2026-06-30
S03642,C03319,P1,partner,annual,2026-02-24,27,active,2026-02-24,2026-06-30
S03643,C03319,P1,partner,annual,2026-06-13,60,active,2026-06-13,2026-06-30
S03644,C03320,P2,partner,annual,2025-11-19,5,active,2025-11-19,2026-06-30
S03645,C03321,P1,partner,annual,2026-06-25,4,active,2026-06-25,2026-06-30
S03646,C03322,P1,partner,monthly,2024-07-16,20,active,2024-07-16,2026-06-30
S03647,C03323,P1,partner,annual,2024-09-12,2,active,2024-09-12,2026-06-30
S03648,C03324,P1,partner,annual,2025-11-05,11,active,2025-11-05,2026-06-30
S03649,C03325,P3,partner,monthly,2025-05-10,0,cancelled,2026-01-16,2026-06-30
S03650,C03326,P1,partner,annual,2026-03-07,33,active,2026-03-07,2026-06-30
S03651,C03327,P2,partner,monthly,2024-10-27,0,cancelled,2025-03-17,2026-06-30
S03652,C03328,P1,partner,monthly,2025-06-22,4,active,2025-06-22,2026-06-30
S03653,C03329,P2,partner,monthly,2025-09-17,2,active,2025-09-17,2026-06-30
S03654,C03330,P1,partner,annual,2025-05-07,7,active,2025-05-07,2026-06-30
S03655,C03330,P1,partner,annual,2026-04-25,4,active,2026-04-25,2026-06-30
S03656,C03331,DIRECT,direct,annual,2024-09-29,0,cancelled,2026-01-19,2026-06-30
S03657,C03332,P1,partner,annual,2024-09-30,3,active,2024-09-30,2026-06-30
S03658,C03333,P2,partner,annual,2024-11-10,6,active,2024-11-10,2026-06-30
S03659,C03334,P1,partner,monthly,2025-10-13,19,active,2025-10-13,2026-06-30
S03660,C03335,P3,partner,monthly,2025-08-05,34,active,2025-08-05,2026-06-30
S03661,C03336,P3,partner,monthly,2024-08-09,0,cancelled,2026-06-10,2026-06-30
S03662,C03337,P1,partner,monthly,2024-11-28,2,active,2024-11-28,2026-06-30
S03663,C03338,P2,partner,annual,2024-11-05,3,active,2024-11-05,2026-06-30
S03664,C03339,P3,partner,monthly,2026-05-12,16,active,2026-05-12,2026-06-30
S03665,C03340,P1,partner,monthly,2024-09-22,0,cancelled,2024-11-22,2026-06-30
S03666,C03341,P2,partner,annual,2026-01-19,10,active,2026-01-19,2026-06-30
S03667,C03342,DIRECT,direct,annual,2025-04-28,231,active,2025-04-28,2026-06-30
S03668,C03343,P2,partner,monthly,2026-02-17,10,active,2026-02-17,2026-06-30
S03669,C03344,P1,partner,annual,2025-12-04,2,active,2025-12-04,2026-06-30
S03670,C03345,P1,partner,monthly,2025-07-29,1,active,2025-07-29,2026-06-30
